agent 2    vel:[-0.03883771 -0.02368906]  force:[array([2.99997979e+00, 3.86253350e-06]), array([ 2.99838245e+00, -1.56963081e-03]), array([ 2.88942307, -0.07843401]), array([ 3.81157732, -0.18374845]), None, None]
agent 3    vel:[ 0.14217947 -0.00919127]  force:[array([2.99997979e+00, 3.86253350e-06]), array([ 2.99838245e+00, -1.56963081e-03]), array([ 2.88942307, -0.07843401]), array([ 3.81157732, -0.18374845]), None, None]
agent 0    vel:[ 0.99956151 -0.02961049]  force:[array([2.99994707e+00, 4.24596874e-05]), array([ 2.99850476e+00, -1.45152351e-03]), array([-0.43614431, -2.34346421]), array([ 2.89126992, -1.09814799]), None, None]
agent 1    vel:[ 0.99541307 -0.0956704 ]  force:[array([2.99994707e+00, 4.24596874e-05]), array([ 2.99850476e+00, -1.45152351e-03]), array([-0.43614431, -2.34346421]), array([ 2.89126992, -1.09814799]), None, None]
agent 2    vel:[ 0.25981403 -0.0256102 ]  force:[array([2.99994707e+00, 4.24596874e-05]), array([ 2.99850476e+00, -1.45152351e-03]), array([-0.43614431, -2.34346421]), array([ 2.89126992, -1.09814799]), None, None]
agent 3    vel:[-0.48779234 -0.0252683 ]  force:[array([2.99994707e+00, 4.24596874e-05]), array([ 2.99850476e+00, -1.45152351e-03]), array([-0.43614431, -2.34346421]), array([ 2.89126992, -1.09814799]), None, None]
agent 2andlandmark 0 force:[-2.68404721  0.12724487]
agent 0    vel:[ 0.99977635 -0.02114831]  force:[array([2.9999916e+00, 3.4035595e-06]), array([ 2.97634953, -0.02334615]), array([-1.75808124, -1.04953902]), array([ 1.46250129, -2.50348663]), None, None]
agent 1    vel:[ 0.99764785 -0.06854753]  force:[array([2.9999916e+00, 3.4035595e-06]), array([ 2.97634953, -0.02334615]), array([-1.75808124, -1.04953902]), array([ 1.46250129, -2.50348663]), None, None]
agent 2    vel:[ 0.15124609 -0.25355407]  force:[array([2.9999916e+00, 3.4035595e-06]), array([ 2.97634953, -0.02334615]), array([-1.75808124, -1.04953902]), array([ 1.46250129, -2.50348663]), None, None]
agent 3    vel:[-0.07671726 -0.12876602]  force:[array([2.9999916e+00, 3.4035595e-06]), array([ 2.97634953, -0.02334615]), array([-1.75808124, -1.04953902]), array([ 1.46250129, -2.50348663]), None, None]
agent 2andlandmark 0 force:[-2.02421719 -0.14150145]
agent 0    vel:[ 0.99988589 -0.01510631]  force:[array([2.99999982e+00, 4.86470810e-08]), array([ 0.13751963, -2.86160159]), array([ 0.78468168, -0.31408371]), array([ 0.06525066, -3.93330526]), None, None]
agent 1    vel:[ 0.99868224 -0.05132033]  force:[array([2.99999982e+00, 4.86470810e-08]), array([ 0.13751963, -2.86160159]), array([ 0.78468168, -0.31408371]), array([ 0.06525066, -3.93330526]), None, None]
agent 2    vel:[-0.06237356 -0.29511945]  force:[array([2.99999982e+00, 4.86470810e-08]), array([ 0.13751963, -2.86160159]), array([ 0.78468168, -0.31408371]), array([ 0.06525066, -3.93330526]), None, None]
agent 3    vel:[ 0.08871218 -0.34692318]  force:[array([2.99999982e+00, 4.86470810e-08]), array([ 0.13751963, -2.86160159]), array([ 0.78468168, -0.31408371]), array([ 0.06525066, -3.93330526]), None, None]
agent 2andlandmark 0 force:[-2.01226116 -0.3451345 ]
agent 0    vel:[ 0.99994178 -0.01079047]  force:[array([ 2.99999803e+00, -4.74950127e-07]), array([ 0.38845646, -2.60260159]), array([ 0.96317588, -0.36849589]), array([ 3.78916407, -0.20858885]), None, None]
agent 1    vel:[ 0.76276365 -0.32465041]  force:[array([ 2.99999803e+00, -4.74950127e-07]), array([ 0.38845646, -2.60260159]), array([ 0.96317588, -0.36849589]), array([ 3.78916407, -0.20858885]), None, None]
agent 2    vel:[ 0.031688   -0.25274796]  force:[array([ 2.99999803e+00, -4.74950127e-07]), array([ 0.38845646, -2.60260159]), array([ 0.96317588, -0.36849589]), array([ 3.78916407, -0.20858885]), None, None]
agent 3    vel:[ 0.0730592  -0.65352291]  force:[array([ 2.99999803e+00, -4.74950127e-07]), array([ 0.38845646, -2.60260159]), array([ 0.96317588, -0.36849589]), array([ 3.78916407, -0.20858885]), None, None]
agent 2andlandmark 0 force:[-2.62517574 -0.72167207]
agent 0    vel:[ 0.9999703  -0.00770762]  force:[array([2.99999928e+00, 4.69029445e-07]), array([ 0.04110165, -2.95641285]), array([-2.62492438, -3.72112704]), array([ 0.31136227, -3.66281772]), None, None]
agent 1    vel:[ 0.61091838 -0.50374796]  force:[array([2.99999928e+00, 4.69029445e-07]), array([ 0.04110165, -2.95641285]), array([-2.62492438, -3.72112704]), array([ 0.31136227, -3.66281772]), None, None]
agent 2    vel:[ 0.12008359 -0.22641056]  force:[array([2.99999928e+00, 4.69029445e-07]), array([ 0.04110165, -2.95641285]), array([-2.62492438, -3.72112704]), array([ 0.31136227, -3.66281772]), None, None]
agent 3    vel:[-0.43371081 -0.51100107]  force:[array([2.99999928e+00, 4.69029445e-07]), array([ 0.04110165, -2.95641285]), array([-2.62492438, -3.72112704]), array([ 0.31136227, -3.66281772]), None, None]
agent 0    vel:[-0.99998485 -0.00550543]  force:[array([ 2.99997944e+00, -1.10034846e-05]), array([ 0.16842062, -2.83141887]), array([ 1.04196838e-04, -2.99983420e+00]), array([ 0.39328799, -3.6008625 ]), None, None]
agent 1    vel:[ 0.46229895 -0.67345226]  force:[array([ 2.99997944e+00, -1.10034846e-05]), array([ 0.16842062, -2.83141887]), array([ 1.04196838e-04, -2.99983420e+00]), array([ 0.39328799, -3.6008625 ]), None, None]
agent 2    vel:[-0.17242975 -0.54192062]  force:[array([ 2.99997944e+00, -1.10034846e-05]), array([ 0.16842062, -2.83141887]), array([ 1.04196838e-04, -2.99983420e+00]), array([ 0.39328799, -3.6008625 ]), None, None]
agent 3    vel:[-0.29414688 -0.74953257]  force:[array([ 2.99997944e+00, -1.10034846e-05]), array([ 0.16842062, -2.83141887]), array([ 1.04196838e-04, -2.99983420e+00]), array([ 0.39328799, -3.6008625 ]), None, None]
agent 0andagent 1 force:[ 2.57620222 -1.79611328]
agent 0    vel:[-0.44999069 -0.00413017]  force:[array([ 3.85851073, -0.59865208]), array([-0.85749585, -2.40003547]), array([ 4.42804943e-04, -2.99950147e+00]), array([ 1.01226115, -2.98397851]), None, None]
agent 1    vel:[ 0.36356628 -0.78823108]  force:[array([ 3.85851073, -0.59865208]), array([-0.85749585, -2.40003547]), array([ 4.42804943e-04, -2.99950147e+00]), array([ 1.01226115, -2.98397851]), None, None]
agent 2    vel:[-0.12931189 -0.70642389]  force:[array([ 3.85851073, -0.59865208]), array([-0.85749585, -2.40003547]), array([ 4.42804943e-04, -2.99950147e+00]), array([ 1.01226115, -2.98397851]), None, None]
agent 3    vel:[-0.18128136 -0.92223568]  force:[array([ 3.85851073, -0.59865208]), array([-0.85749585, -2.40003547]), array([ 4.42804943e-04, -2.99950147e+00]), array([ 1.01226115, -2.98397851]), None, None]
agent 0andagent 1 force:[6.57076389 0.70844654]
agent 0    vel:[ 0.04835806 -0.06296284]  force:[array([5.19021046, 0.23618772]), array([-2.18530276, -3.23032899]), array([ 1.16068911e-03, -2.99881071e+00]), array([ 0.52957648, -3.46081376]), None, None]
agent 1    vel:[ 0.18692512 -0.83117686]  force:[array([5.19021046, 0.23618772]), array([-2.18530276, -3.23032899]), array([ 1.16068911e-03, -2.99881071e+00]), array([ 0.52957648, -3.46081376]), None, None]
agent 2    vel:[-0.09693964 -0.82976806]  force:[array([5.19021046, 0.23618772]), array([-2.18530276, -3.23032899]), array([ 1.16068911e-03, -2.99881071e+00]), array([ 0.52957648, -3.46081376]), None, None]
agent 3    vel:[-0.03473491 -0.99007461]  force:[array([5.19021046, 0.23618772]), array([-2.18530276, -3.23032899]), array([ 1.16068911e-03, -2.99881071e+00]), array([ 0.52957648, -3.46081376]), None, None]
agent 0    vel:[ 0.55528959 -0.02360336]  force:[array([ 2.99992025e+00, -4.65716493e-06]), array([ 2.07031742e-04, -2.99974930e+00]), array([ 1.24132214e-03, -2.99835545e+00]), array([ 2.961375, -1.022928]), None, None]
agent 1    vel:[-0.07833644 -0.94641554]  force:[array([ 2.99992025e+00, -4.65716493e-06]), array([ 2.07031742e-04, -2.99974930e+00]), array([ 1.24132214e-03, -2.99835545e+00]), array([ 2.961375, -1.022928]), None, None]
agent 2    vel:[-0.07258866 -0.92220712]  force:[array([ 2.99992025e+00, -4.65716493e-06]), array([ 2.07031742e-04, -2.99974930e+00]), array([ 1.24132214e-03, -2.99835545e+00]), array([ 2.961375, -1.022928]), None, None]
agent 3    vel:[ 0.02690647 -1.08863733]  force:[array([ 2.99992025e+00, -4.65716493e-06]), array([ 2.07031742e-04, -2.99974930e+00]), array([ 1.24132214e-03, -2.99835545e+00]), array([ 2.961375, -1.022928]), None, None]
agent 0    vel:[-0.71645922 -0.01770298]  force:[array([3.00000000e+00, 3.83603183e-09]), array([2.99998212e+00, 1.01316937e-06]), array([ 3.53977566e-06, -2.99996388e+00]), array([ 0.04122333, -3.95784211]), None, None]
agent 1    vel:[-0.05806428 -0.99831285]  force:[array([3.00000000e+00, 3.83603183e-09]), array([2.99998212e+00, 1.01316937e-06]), array([ 3.53977566e-06, -2.99996388e+00]), array([ 0.04122333, -3.95784211]), None, None]
agent 2    vel:[-0.05431736 -0.99149088]  force:[array([3.00000000e+00, 3.83603183e-09]), array([2.99998212e+00, 1.01316937e-06]), array([ 3.53977566e-06, -2.99996388e+00]), array([ 0.04122333, -3.95784211]), None, None]
agent 3    vel:[0.31631735 0.9187708 ]  force:[array([3.00000000e+00, 3.83603183e-09]), array([2.99998212e+00, 1.01316937e-06]), array([ 3.53977566e-06, -2.99996388e+00]), array([ 0.04122333, -3.95784211]), None, None]
agent 0    vel:[-0.23734441 -0.01327724]  force:[array([2.99957621e+00, 4.06471881e-04]), array([2.99994582e+00, 4.59072744e-05]), array([ 2.67209016e-05, -2.99997067e+00]), array([ 0.00957139, -3.98864079]), None, None]
agent 1    vel:[ 0.25645    -0.74873453]  force:[array([2.99957621e+00, 4.06471881e-04]), array([2.99994582e+00, 4.59072744e-05]), array([ 2.67209016e-05, -2.99997067e+00]), array([ 0.00957139, -3.98864079]), None, None]
agent 2    vel:[-0.03900546 -0.999239  ]  force:[array([2.99957621e+00, 4.06471881e-04]), array([2.99994582e+00, 4.59072744e-05]), array([ 2.67209016e-05, -2.99997067e+00]), array([ 0.00957139, -3.98864079]), None, None]
agent 3    vel:[0.24136035 0.29329389]  force:[array([2.99957621e+00, 4.06471881e-04]), array([2.99994582e+00, 4.59072744e-05]), array([ 2.67209016e-05, -2.99997067e+00]), array([ 0.00957139, -3.98864079]), None, None]
agent 0    vel:[ 0.12194931 -0.00991728]  force:[array([2.99847472e+00, 1.46247272e-03]), array([ 2.95598567, -0.005729  ]), array([-5.27098535e-07, -2.99999928e+00]), array([ 1.52519054e-03, -3.99835420e+00]), None, None]
agent 1    vel:[ 0.49233208 -0.56154631]  force:[array([2.99847472e+00, 1.46247272e-03]), array([ 2.95598567, -0.005729  ]), array([-5.27098535e-07, -2.99999928e+00]), array([ 1.52519054e-03, -3.99835420e+00]), None, None]
agent 2    vel:[-0.02786291 -0.99961175]  force:[array([2.99847472e+00, 1.46247272e-03]), array([ 2.95598567, -0.005729  ]), array([-5.27098535e-07, -2.99999928e+00]), array([ 1.52519054e-03, -3.99835420e+00]), None, None]
agent 3    vel:[-0.1819774  -0.17889366]  force:[array([2.99847472e+00, 1.46247272e-03]), array([ 2.95598567, -0.005729  ]), array([-5.27098535e-07, -2.99999928e+00]), array([ 1.52519054e-03, -3.99835420e+00]), None, None]
agent 0    vel:[-0.39130946 -0.00729171]  force:[array([2.99749196e+00, 2.13798496e-03]), array([-2.90459329e-05, -2.99981457e+00]), array([-2.03063422e-07, -2.99999785e+00]), array([ 0.07086161, -3.92883015]), None, None]
agent 1    vel:[ 0.66484763 -0.42173263]  force:[array([2.99749196e+00, 2.13798496e-03]), array([-2.90459329e-05, -2.99981457e+00]), array([-2.03063422e-07, -2.99999785e+00]), array([ 0.07086161, -3.92883015]), None, None]
agent 2    vel:[-0.0199037 -0.9998019]  force:[array([2.99749196e+00, 2.13798496e-03]), array([-2.90459329e-05, -2.99981457e+00]), array([-2.03063422e-07, -2.99999785e+00]), array([ 0.07086161, -3.92883015]), None, None]
agent 3    vel:[-0.13633053 -0.53400567]  force:[array([2.99749196e+00, 2.13798496e-03]), array([-2.90459329e-05, -2.99981457e+00]), array([-2.03063422e-07, -2.99999785e+00]), array([ 0.07086161, -3.92883015]), None, None]
agent 0    vel:[ 0.0062671  -0.00525499]  force:[array([2.99976575e+00, 1.35452123e-04]), array([1.34490883e-05, 2.99989378e+00]), array([-1.47704020e-04, -2.99966419e+00]), array([ 0.67843246, -2.63463712]), None, None]
agent 1    vel:[ 0.49863282 -0.61628093]  force:[array([2.99976575e+00, 1.35452123e-04]), array([1.34490883e-05, 2.99989378e+00]), array([-1.47704020e-04, -2.99966419e+00]), array([ 0.67843246, -2.63463712]), None, None]
agent 2    vel:[-0.01421753 -0.99989893]  force:[array([2.99976575e+00, 1.35452123e-04]), array([1.34490883e-05, 2.99989378e+00]), array([-1.47704020e-04, -2.99966419e+00]), array([ 0.67843246, -2.63463712]), None, None]
agent 3    vel:[-0.09516174  0.79338726]  force:[array([2.99976575e+00, 1.35452123e-04]), array([1.34490883e-05, 2.99989378e+00]), array([-1.47704020e-04, -2.99966419e+00]), array([ 0.67843246, -2.63463712]), None, None]
agent 2andlandmark 1 force:[2.6482593  1.26257297]
agent 0    vel:[-0.3046769  -0.00392769]  force:[array([2.99987984e+00, 1.17449355e-04]), array([0.01536393, 2.97921726]), array([ 2.48640195, -1.48915926]), array([ 0.64244248, -2.9043282 ]), None, None]
